study_time_hours,exam_result
0.31,22.1
0.65,39.1
4.62,34.9
6.68,95.8
7.53,78.9
7.56,79.3
4.63,51.5
7.85,75.5
1.2,39.9
0.76,34.8
0.24,54.7
6.19,77.7
7.33,79.7
6.72,62.2
7.52,95.3
4.38,67.2
6.1,74.6
2.69,74.6
6.13,80.7
6.02,61.7
3.48,59.7
0.35,47.9
2.13,46.3
7.08,64
4.7,74.7
3.24,43.7
7.58,79.4
2.93,59.9
2.62,39.7
6.16,63.6
2.84,57.4
3.57,51.3
5.78,100
3.44,34.7
2.58,26
0.12,19.599
6.88,88.6
4.21,75.1
6.81,100
4.94,84
1.61,65.1
2.91,55.5
3.34,48.7
5.92,86.6
4.39,74.4
5.09,86.7
6.02,72.1
2.19,49.6
7.06,70.6
3.63,59.8
5.29,92
1.75,34.1
1.87,28.6
5.88,59.7
2.8,63.3
7.01,89.7
5.32,92.7
5.32,51.9
3.04,39.6
7.22,78.9
7.56,74.8
2.06,42.5
4.12,83.4
7.26,100
0.81,50.7
2.38,46.1
7.64,97.8
3.88,59.4
7.61,100
3.04,32.8
4.22,63.7
3.63,52.3
3.66,52.3
7.34,70.8
5.56,63.7
7.57,84.5
2.64,66.8
7.91,81.9
5.66,88.3
1.05,36.7
3.3,89.5
1.99,34.7
1.88,49.9
7.44,72.7
7.68,100
0.11,46.6
1.1,61.6
2.22,36.9
6.78,100
4.89,69.2
4.52,44.4
4.79,76.9
7.6,100
2.21,19.599
0.99,49.8
4.86,86.4
7.75,76.3
5.68,77
7.14,71.3
7.17,72.6
1.75,39.1
5.48,80.4
6.9,100
0.81,52.1
5.21,73.2
2.18,80.3
6.57,80.8
1.79,30.3
2.99,42.5
5.41,84.2
4.45,48.8
0.96,47.5
1.8,45.3
7.09,58.2
7.91,73.3
5.55,90.5
0.08,38.7
5.95,57.1
5.14,86.1
3.29,40.3
1.82,71.3
1.33,71
0.67,40.6
5.11,72.1
2.7,47.4
4.14,90.8
4.2,69.4
4.86,46.7
4.76,79.8
4.15,62.5
1.24,43.4
0.22,45.4
4.61,84.1
3.39,43.6
3.28,75.4
3.44,62
0.91,55.1
1.43,49.1
5.3,86.9
4.11,51.1
4.88,64.5
1.03,29
6.51,89
2.98,52.6
4.9,62.7
3.73,71.3
3.75,73
6.23,92.6
0.88,63.4
0.6,42.7
0.81,58
7.91,77.1
7.42,62.9
5.6,64
3.58,59.5
0.68,24.8
6.57,83.5
1.52,71.4
2.18,54.2
6.73,65.6
2.06,38.4
6.76,100
6.29,100
6.7,56.8
5.39,86.9
2.82,53.9
5.23,54.6
6.63,73.9
6,60.7
6.9,83.7
7.87,79.1
5.52,90.6
7.43,86.3
2.17,48.4
7.79,83
7.28,94.6
0.33,68.8
4.72,56
4.02,56.8
6.52,95.8
1.01,77.4
4.22,56.3
4.01,42.8
3.16,46.4
7.91,100
4.32,53.9
3.31,86.1
6.85,81.3
1.11,53
2.3,40.7
2.23,29.9
7.47,91.9
7.04,72.3
4.85,65.4
2.56,83.2
3.74,62.9
4.57,50.3
4.32,51.3
2.05,72.5
1.04,48.5
7.26,93.2
5.13,67.4
1.16,44.9
7.91,72.3
3.29,53.5
5.86,49.6
1.41,39.6
7.46,85.2
0.63,57.5
7.65,96.8
5.82,90.9
1.82,42.2
1.45,44.4
6.7,77.4
0.32,70
0.91,50.4
5.38,76.7
0.62,37.4
4.33,68.9
4.59,85.2
0.14,31.8
3.02,55.3
0.23,33.5
7.74,87.1
1.72,28.6
5.52,47.5
5.39,88.5
6.18,95.9
2.68,68.9
1.48,35.1
4.24,70
5.55,56.9
6.04,56.4
0.39,42.5
6.02,51.9
0.9,40.1
4.2,70.3
4.44,68.8
1.02,32.8
7.71,69.6
5.1,83.1
1.79,50.6
0.41,38.2
6.2,85.5
6.73,91.5
0.73,61.9
2.06,54.6
5.14,46.2
3.35,50.6
2.74,57.9
3.4,81.3
4.04,59.9
1.48,23.8
3.1,43.9
0.56,76
0.08,19.599
7.8,97.9
0.44,69.1
0.35,22.5
7.12,87.3
7.81,82.3
6.76,72.9
1.12,34.6
5.12,73.5
5.58,85.5
6.17,66.2
0.9,81.5
3.13,65.9
2.21,50.8
5.24,50.3
2.75,52
4.07,65.8
5.01,61.3
6.93,82.4
7.37,89.4
5.55,37
1.25,66.6
7.11,77.8
1.64,35.8
0.43,34.9
3.5,70.1
5.48,80.9
1.19,65.3
2.39,40.2
0.64,52.9
4.95,58.1
5.67,74.1
4.16,52.2
3.56,62.7
6.78,62.6
3.35,54.4
3.53,65.3
4.62,66.7
5.63,58.8
6.22,57.7
0.33,32.8
6.81,88.4
3.61,57.5
7.25,81.7
4.29,68
3.81,76.7
1.56,60.7
3.76,61.5
3.94,61.3
7.16,89.3
7.1,76.6
3.89,43.6
6.94,74
6.84,70.7
7.59,89.3
2.89,70.5
1.7,54.1
7.55,72.6
4.68,91.3
3.73,64
3.29,49.4
0.68,27.6
1.63,64
2.33,64.8
4.41,67.1
4.13,48.3
4.34,55.8
0.61,62.4
0.08,42.6
3.71,62.4
1.55,42.6
7.13,100
3.45,42.7
2.82,56.8
4.35,59.4
5.03,90
0.66,33.7
5.93,90.2
1.1,42.3
3.09,45.2
2.85,59.4
4.55,69.4
5.52,85.7
6.41,77.3
4.22,90.4
1.24,49.4
5.57,73.4
3.83,56.2
4.71,70.6
3.55,64.6
3.33,66.5
5.61,82
4.19,71.8
6.94,100
5.95,87.7
3.81,66.6
1.71,74.9
0.14,38.7
1.64,62.5
2.25,46
0.94,62.4
5.35,67.7
2.61,67.5
0.24,48.1
3.5,47.8
6.27,77
2.72,89.6
7.22,91.1
6.82,83.8
7.12,83.5
5.34,62.5
6.45,83.8
3.11,73.4
5.55,44.8
1.79,49.5
1.64,41.8
7.55,79.1
4.39,75
0.57,54
1.58,63.6
3.69,47.8
6.77,77.7
7.17,68
0.91,45.5
0.5,44.7
0.97,19.599
5.37,67.3
4.26,79.1
5.9,65.3
4.75,67.3
0.77,19.599
2.06,68.9
2.65,62.3
5.66,62.3
4.77,81.9
7.57,87.3
1.16,39.8
7.51,66.6
1.76,44.2
2.75,71.5
0.28,44.4
2.37,44
1.6,76.6
1.74,59.3
4.58,85.9
6.25,84.6
5.96,76.1
6.63,72.6
5.85,44.5
7.81,86.4
0.15,25.8
7.9,66
3.28,60.6
3.82,43.2
4.62,61.4
0.08,43.6
1.45,48.2
3.57,59.3
6.16,84.2
6.96,96.2
1.18,43.6
2.1,41.1
4.86,100
2.89,78
2.38,66.4
3.07,53.7
5.61,82.8
1.59,34.8
0.5,35.4
0.08,31.1
4.21,80.5
2,46.4
4.49,56.3
7.05,64.6
2.35,23.9
1.47,42.5
0.08,58.2
7.85,91.1
4.13,44.6
6.42,59.9
6.86,100
7.91,100
6.88,95
2.35,62.6
4.51,71.6
7.7,96.7
5.07,76.9
6.15,56.3
7.25,73.2
4.91,79.3
5.54,80
4.71,76.8
2.71,30.5
1.99,70.9
5.07,64.2
7.85,81
7.33,91.8
1.68,54.4
6.74,84.8
0.17,57.7
4.72,66.7
7.44,89.1
7.67,56
4.82,82
5.05,63.3
3.12,33.8
5.79,87.1
1.97,37.8
0.27,52.1
6.68,100
0.48,24.5
5.32,61.3
3.5,62.9
0.35,19.599
1.28,58
0.81,57.6
1.72,46.8
5.08,61
4.56,44.4
3.46,61.7
6.74,79.2
6.02,78
5.46,62.9
4.79,71.9
5.57,66.3
1.81,40.5
2.08,52.3
2.38,53.4
5.93,60.5
3.46,72.6
7.68,97.3
0.32,19.599
3.07,66.2
1.24,51.4
6.53,65.5
3.84,59.7
4.96,74.8
4.78,87.6
0.63,48.7
6.27,39
6.58,79
4.86,80.7
2.25,53.8
5.79,57.8
5.61,90.2
7.3,86.1
0.94,27.3
7.28,69.7
7.1,75.8
2.38,65
5.73,54.4
2.11,65.5
1.88,24
5.13,91.7
0.4,61.8
0.77,26.6
5.28,59.2
7.61,91.9
0.27,63.4
0.18,19.599
0.6,25.2
0.08,42.4
7.43,95.5
3.79,54.7
5.54,63.2
3.33,94.9
7.91,97.3
3.84,47.6
7.51,90.3
5.2,95.3
7.58,81.6
3.96,72.3
7.03,84.6
2.67,49.5
5.29,92.1
4.94,84.6
3.89,86.1
4.01,33.4
1.36,40.7
7.25,59.2
3.63,59.7
1.21,42
5.63,74.7
5.82,73.9
0.36,30.7
2.66,42.6
4.67,88.6
6.57,53
2.48,44.6
2.4,80.4
5.89,80.7
1.75,49.7
7.17,67.4
6.32,54.2
7.14,67.6
2.83,57.7
1.33,47.8
4.68,52.3
1.52,39
2.13,58.9
3.2,62.6
3.7,78.6
2.58,42.3
2.28,51.4
1.97,50
5.52,85.2
2.45,51.7
5.56,67.3
5.94,83.8
5.71,76.1
7.32,88.9
7.64,88.4
1.17,36.6
2.56,52.9
6.3,86.5
6.25,72.1
0.57,47.8
7.7,100
6.85,73.1
7.19,89.7
1.64,56.8
4.01,74.7
3.52,41.1
2.88,52.2
1.82,59.9
1.12,26.8
6.96,78.1
4.24,76.7
4.81,79.6
2.09,86.9
7.48,86.2
7.49,100
5.37,57.5
2.56,61.7
1.86,51.4
4.76,60.7
6.66,100
7.74,79.5
0.55,38.8
2.67,50.1
3.13,37.9
2.95,40
5.34,73.3
4.38,63
7.13,92.8
1.78,35.7
3.19,66.4
4.33,57.4
6.53,79.8
6.59,67.9
6.87,65.1
4.15,24.4
1.93,70.5
5.81,60.4
7.64,74
2.28,69.1
1.59,44.4
0.18,34.8
5.33,59.5
4.36,42.6
1.08,30.3
1.6,56.8
5.3,59.1
3.49,52.8
1.87,34.9
4.85,69.6
0.42,34.2
0.13,46.4
2.09,48.9
2.32,71.1
0.83,40.6
0.92,37.6
1.34,23.3
5.8,80.2
6.45,73.1
1.45,33.4
5.25,54.4
1.87,30.2
7.04,83.8
2.15,50.2
1.04,28.9
3.51,46.3
1.23,19.599
1.59,43.9
2.71,52.4
5.29,74.2
0.93,46.2
2.27,50.4
6.87,83.9
2.19,36
1.35,55.9
4.27,49.7
0.27,38.1
6.43,84.7
1.78,64.1
1.06,43.8
6.47,85.4
6.74,75.2
5.88,59.9
1.88,68.3
4.22,27
7.75,79.3
3.82,70.3
7.6,87.1
5.41,63.4
6.76,63.5
1.54,39.1
7.41,74.2
6.83,66.7
6.28,83.9
7.53,62.8
6.31,51
4.61,74.5
5.19,68.6
6.57,78.4
5.99,57.7
4.73,86.3
4.78,45.7
7.04,76.1
0.08,26.9
5.74,75.5
4.53,61.3
6.71,79.7
1.64,41.8
4.2,74.2
1.02,38.3
5.27,49.5
6.11,80
4.99,89.7
4.44,61.9
2.75,48.5
5.12,91.7
7.2,96.6
5.77,67
0.18,66.7
4.07,70.1
5.89,69.9
4.03,35.8
4.73,72.4
7.29,81.1
6.99,75.2
0.65,31.3
4.08,66.8
4.98,65.8
6.82,81.4
2.12,70.2
1.12,32.4
4.78,80
3.74,41.3
2.06,73.6
7.54,56
2.54,69.2
0.44,52
0.47,27.6
1.61,46.9
0.93,42.7
3.16,55.6
0.64,37.9
4.49,66.6
3.27,41.5
4.78,66.5
7.91,100
7.91,82
3.34,53.3
2.94,93.6
5.45,95.4
2.94,77.6
6.23,79.2
4.81,61.6
1.6,46.3
3.32,70.1
6.91,95.8
4.43,38.3
5.68,65.5
5.68,56.6
3.86,48.6
2.36,50.5
4.77,49.9
0.9,44.3
4.78,61.7
0.82,40.2
7.21,100
5.95,70.3
1.45,52.2
6.28,74.4
5.81,86.3
5.83,71.7
2.68,50.1
4.18,58.3
4.69,58.4
3.02,88.5
4.48,25.5
1.95,49.8
7,75
7.68,90.1
2.61,68.8
2.74,68.1
1.73,67.3
6.92,93.7
1.31,44.7
6.39,95.8
6.66,78.3
2.53,64.4
6.21,93.1
3.62,57.5
2.79,37.8
7.15,100
3.63,48.6
0.44,19.6
5.08,77.3
5.26,49.4
5.08,70.7
2.88,39.4
5.43,83.8
2.33,29.1
3.71,73
1.73,46.8
4.91,58.2
6.48,89.7
0.78,42
0.22,30
6.09,91
2.58,66.5
2.59,73.8
4.52,62.3
3.89,58.2
0.97,65.5
6.08,70.6
1.41,41.3
6.61,76.2
6.11,83.4
1.34,34.2
6.07,82.4
5.29,61.4
7.85,94.2
5.69,69.7
3.12,49.2
4.96,71.8
5.29,63.8
5.97,84.2
3.75,59.8
6.62,84.1
2.3,56.1
7.71,82.7
2.48,49.7
0.3,48.9
1.6,63.4
7.42,90.1
6.32,68.2
3.51,53.3
7.24,71.2
1.97,70.3
1.87,57.8
1.03,54.7
3.54,82.6
4.11,60.1
1.16,50.4
0.92,38.7
3.12,53.3
1.86,36.4
4.59,58.3
4.19,25.2
1.3,53.3
0.11,53.1
5.16,75.3
6.18,94.4
3.91,44.1
4.6,70.3
7.69,59.4
6.14,89.7
2.67,71.9
6.8,92.2
4.39,61.9
4.18,89.3
5.53,59.8
3.44,83.6
7.05,90.4
1.34,38.7
3.38,44.4
0.52,46.4
5.64,84.4
2.16,61.9
3.4,52.1
7.09,52.9
1.49,31.9
0.08,37.5
4.62,72.2
3.5,44.5
0.44,26
2.37,76.9
1.91,59.7
2.08,19.599
6.32,84.9
2.44,36.2
3.92,51.1
2.12,50
7.6,94.4
6.19,86.1
3.39,65.1
5.82,84.6
2.52,48.1
0.66,46.5
3.44,52.7
4.52,57
2.79,69.6
3.21,61
5.72,100
7.16,86.2
7.15,92.4
4.61,41.8
5.04,71.6
4.26,85
2.97,58.3
5.91,88.5
0.89,23.7
7.15,82.9
2.27,46.4
1.75,47.1
2.19,40.1
6.49,89.1
2.15,46.7
4.88,84
2.75,39.5
5.25,68.6
4.73,62.3
7.91,94.6
2.49,56.5
2.8,78.8
1.59,70.4
3.71,48.3
6.7,79.4
1.69,43.7
7.69,99
0.11,40.3
6.44,93.1
5.53,94.9
7.24,61.4
4.17,82.7
5.45,79.8
0.4,47.2
3.15,52.2
6.17,54.9
0.87,50.3
6.26,74.1
2.47,63.2
2.82,45.3
5.18,61.7
0.63,28.2
5,75.2
7.31,73.7
0.75,55.4
2.02,39
0.11,45.6
4.14,63.6
5.85,59.3
7.41,99.4
2.94,74
1.19,28.2
0.23,36.3
2.6,38.7
4.1,34.1
7.21,84.7
1.73,31.9
6.25,90.2
3.85,72.2
6.94,97
6.9,93.1
6.86,99.3
3.21,72.1
2.77,60.8
1.66,64.1
1.83,52.3
4.93,78.8
7.7,74.2
4.85,100
3.3,64.7
1.94,40.1
5.22,64.9
1.69,54.2
0.75,37.6
0.75,22.1
6.8,74.4
3.06,59.5
7.52,100
3.97,70.1
5.53,88.9
6.62,45.2
7,63.1
1.3,67.3
1.73,29.9
1.2,42.9
3.56,52.3
1.24,71.9
5.21,70.4
2.9,41.5
7.71,100
6.53,85.4
5.79,84.7
5.51,60.7
0.32,59.1
0.67,56.8
3.46,61.4
7.32,84.4
0.75,48.5
3.36,48.7
6.35,82.5
2.56,54.6
7.44,86.4
7.48,63.3
0.46,51.4
4.93,34.7
1.16,19.599
3.53,61.9
7.18,75.4
0.59,66.8
7.5,85.6
7.91,100
5.36,68
2.85,64.3
2.01,70.5
3.46,68
1.44,63.1
0.16,56.4
0.5,55.7
5.31,44.1
0.17,41.8
2.41,52.2
5.41,54.2
1.4,19.599
2.66,61.3
0.25,49.2
0.9,50.7
1.81,39.1
1.01,30.1
3.78,62
1.02,47.2
2.44,40.8
5.79,66.8
5.23,68.6
3.06,47.8
7.45,67.8
6.3,93.5
4.86,52.1
3.49,43.4
0.48,57.2
3.3,69.5
4.36,66.5
7.91,95.8
7.61,85
0.9,56.9
7.83,90.2
6.04,79.2
5.46,70.1
7.23,58.1
2.6,53.4
3.19,57.1
6.97,88
0.83,46.3
5.67,61
6.48,97.3
7.08,75.9
1.75,54.8
5.43,70.8
0.69,41.9
6.89,58.9
3.85,73.2
4.99,65.5
6.81,87.7
4.05,57.4
4.07,58.7
3.72,64.2
4.81,65.2
5.74,75.9
6.44,85.5
0.24,48.7
2.78,48.5
3.46,47.6
0.79,46.1
6.01,79.5
4.18,78.6
0.08,44.4
5.05,55.5
2.71,75.4
5.81,63.3
1.44,43.7
0.08,28.2
0.69,36.5
3.52,61.4
5.98,75.8
4.83,71.9
0.12,31.1
4.73,50.7
3.86,56.7
6.37,54.7
2.05,52.9
5.75,87.2
5.05,62.4
4.98,63.9
3.24,63.6
0.1,55.7
1.5,23
6.75,91.2
4.93,85
4.63,69.5
4.21,64.1
0.62,43.7
2.78,37.3
4.95,63.9
1,38
7.37,61
0.58,52.6
5.44,66.8
2.41,74.9
6.91,81.8
6.61,63.5
2.67,41.6
3.7,36
7.67,88
4.86,73.9
0.08,53.7
6.22,91.1
2.89,46.2
2.21,64.3
6.66,85
7.74,100
0.5,39.6
3.12,63.4
2.24,58.2
7.18,100
6.94,76.4
7.21,69.1
0.34,71.9
0.4,39.8
4.41,62.4
1.34,50.9
0.9,39.3
2.08,60.2
5.68,70.3
5.37,70.7
6.28,82.2
0.5,49.2
6.13,83.1
3.92,80.2
2.5,73.9
4.88,52.7
6.4,84.9
0.83,35.5
6.46,100
4.56,54.2
4.96,50.3
7.03,77.8
5.68,69.9
4.67,56.1
2.69,35.7
4.08,41.6
6.69,96.5
7.91,83.3
6.05,76.7
6.32,100
5.6,73.4
6.14,43.5
1.95,54.1
3.39,46.1
4.45,61.3
4.4,54.9
4.78,66
7.79,100
6.84,83.7
6.62,79.7
6.64,77.8
6.35,79.5
5.43,77.5
2.05,40.7
6.85,66.5
2.24,48.5
5.8,72.9
0.89,62.3
4.38,67.3
2.55,42.6
5.64,100
6.84,57.5
0.12,43
0.91,47.6
7.4,78.7
1.91,63.7
5.85,68.3
6.5,51.2
5.92,74.7
0.26,41.6
5.88,52
7.69,80.1
2.95,50
5.68,70.7
2.21,53.7
7.91,81
1.67,51.5
2.44,66.2
1.34,40.3
7.64,100
4.57,70.7
1.98,29.8
1.08,49.6
7,73.5
0.5,27.5
5.15,77.4
4.88,78.3
6.17,74.4
5.45,90.5
6.69,72.3
0.3,38.9
3.44,66.6
0.65,36
3.24,62.4
4.49,62.4
4.75,46.7
7.4,80.9
7.37,100
2.48,54.7
5.59,76.7
5.7,76.6
7.66,93.2
0.67,44.4
4.94,54.4
3.26,67.2
2.78,51.8
4.94,40
2.24,32.7
0.29,19.599
6.22,66
0.69,25.8
2.63,42.4
4.76,60.5
4.99,61.2
5.33,77.6
7.91,76.1
3.21,72.1
1.1,78.4
1.1,39.1
4.08,60.2
3.07,35.9
7.31,99.1
4.09,66.5
3.62,35.5
6.9,66.4
6.37,80.2
5.71,74.6
4.22,41
1.88,52.6
4.54,33.6
0.93,55.8
4.29,82.7
6.81,47.4
4.12,66
0.55,52.4
0.25,47
6.88,75.1
1.79,48.8
4.21,84.6
6.21,86.5
2.03,53
5.9,93.6
0.6,52.4
5.99,48
0.51,55.5
2.22,19.599
2.05,67.9
7.13,83.5
4.28,73.9
6.74,76.3
4.66,63.2
6.46,65.3
4.41,98.2
3.6,42.6
5.26,75.4
2.29,42
7.35,100
7.27,98.2
0.58,50.7
7.33,86.3
1.45,65.5
5.45,66.6
6.58,61.9
1.93,49
0.9,69.8
6.05,76.3
3.54,87
3.89,60.2
6.09,78.1
2.03,53.7
0.78,59.6
7.66,64.4
5.6,89.4
5.22,64.9
2.66,65.7
7.91,84
1.78,66.8
1.42,25.3
2.55,60.6
5.91,51.8
1.9,40.9
2.5,39.5
4.24,72.5
5.2,86.5
1.19,59
5.24,69.5
3.05,50.7
2.77,60.1
0.63,48.1
7.79,74.8
5.54,55.2
0.8,46.5
2.93,49.3
0.64,43.9
4.33,72.6
5.6,62.7
0.45,29.8
7.38,88.1
2.99,60.5
1.88,40.5
1.04,37.6
1.17,27.1
6.8,79.6
3.84,65.6
6.39,61.9
1.82,43.6
2.54,89.7
3.3,73
3.64,64.6
0.78,55.9
0.36,20.6
7.91,100
5.33,43.4
0.44,64.3
6.18,63.7
2.89,47.1
6.37,68.3
7.6,83
0.21,38.8
7.71,100
1.33,31.5
2.38,49.3
5.02,48.2
5.73,52.2
1.36,56.5
1.09,61.9
2.29,47.6
2.6,65.1
2.55,39.6
1.37,81
7.77,100
6.38,45.5
7.84,88.1
0.83,45.4
0.6,33.7
4.29,79.4
4.92,96.8
5.08,78.1
0.75,32.6
6.75,84
3.92,57.4
2.95,58.7
4.04,54.5
0.32,32.2
1.72,46.9
7.91,100
4.42,73.7
0.63,24.6
2.34,52.5
1.48,45.6
7.4,73.4
6.45,78.8
4.38,68.1
7.61,82.3
2.98,63.4
6.92,73.8
3.74,34.4
6.79,62.2
7.21,89.5
3.7,69.5
1.42,55
1.54,28.9
2.31,62.3
1.78,61.7
3.11,52
4.05,100
0.7,37.3
7.28,91.5
0.08,36
1.11,53.1
0.08,27.4
7.89,77.6
3.29,52.2
1.57,48.8
0.95,41
2.96,40.5
7.81,100
4.39,70.9
2.83,60.7
2.92,43.7
0.94,24.9
4.14,43.8
3.39,55.2
5.83,65.3
1.54,22.6
1.1,40.9
4.65,53.1
5.94,90.8
3.98,49
6.32,64.7
6.73,91.5
7.33,82.8
3.03,65.6
7.23,80
5.67,92.9
5,47.3
4.43,57
0.16,37.2
4.48,50.1
6.23,71.6
7.91,74.5
3.46,64.2
7.91,82.9
1.37,31.9
7.67,62.8
4.72,84.3
5.3,91.7
4.59,64.6
7.86,77.9
0.35,34.7
3.28,56.1
7,91.7
1.34,54.1
4.56,49.6
4.19,74.4
6.46,76.3
7.35,79
2.07,46.7
5.55,68.8
4.38,67
5.3,53.8
1.6,49.8
2.18,57.4
4.4,64.9
0.08,37
5.73,83.8
1.29,35.7
7.45,90
6.88,90.7
4.99,56.5
7.13,75.9
7.9,75.8
6.2,83.7
5.01,61.7
3.59,62.5
6.51,77.4
5.64,54.8
3.78,41
4,80.5
1.83,62.6
6.31,64.8
7.03,77.7
0.13,74.5
0.9,28.9
7.91,96.8
1.42,59.4
5.89,63
3.85,68.9
4.17,38.9
0.87,51.8
1.1,70.1
4.62,82.5
3.02,49
6.38,66.3
7.78,82.4
6.5,96.4
3.25,76.6
3.86,74.5
1.25,42.2
5.57,77.8
3.58,56.2
6.86,80.5
5.22,62.5
1.36,33.5
3.29,37.3
5.42,76.7
6.86,83.5
2.81,48.1
5.36,100
1.39,50.3
7.24,81
4.6,60.6
6.15,55.9
3.17,78.6
7.52,93.6
5.76,82
1.23,37.5
4.4,71.7
2.17,71.1
6.67,86
6.26,96.2
3.96,74.7
2.42,41.7
6.82,100
6.8,69.6
4.04,63.9
5.74,53.6
2.28,62.4
2.79,54.1
7.55,62.8
5.89,89.4
0.58,50.6
3.66,57.6
3.17,43
1.85,47.6
7.91,55.3
1.09,50.8
2.51,50
6.79,86.6
1.06,68.9
3.01,57
5.07,66.3
2.7,50.8
3.27,59.4
4.4,75.4
7.62,86.2
6.97,96.7
0.9,62.2
4.56,66.3
5.23,33.5
2.61,75
2.11,47.9
4.78,44.4
3.32,43.7
7.24,100
1.31,39.5
0.33,25.4
7.2,89
7.17,73.7
3.33,53.4
6.03,47.3
6.77,80
2.04,37.5
5.24,65.8
5.9,62.8
2.86,66.5
7.57,100
7.74,88.3
3.89,55.5
0.61,38.8
7.35,83.6
4.18,43.2
1.11,47.9
5.86,59.5
5.5,92
1.12,23.5
2.2,42
6.91,72.8
7.76,88.1
3.24,69.7
1.08,55.3
2.82,54.3
4.06,57.3
2.4,49.5
4.89,87.2
0.08,26.5
6.53,94.2
6.76,72.4
6.27,70.2
2.43,19.599
5.06,48.1
2.92,37.8
3.11,40.8
5.67,60.9
6.75,72.1
6.65,100
1.85,45.3
5.26,72.1
2.14,73.9
5.03,73.1
2.94,57.6
6.32,76.7
7.5,83.8
2.32,39.9
6.95,90.8
5.92,66.7
4.53,47.5
4.2,79.9
2.55,52.7
1.63,30.1
0.67,30.7
5.7,47.6
1.78,36.1
3.96,74.1
7.12,68.5
5.37,77.9
1.35,54.4
5.88,68.4
1.72,50.2
6.24,92.3
0.62,36.4
1.13,44.5
7.47,91.1
2.24,56.5
1.21,46.8
1.72,41.5
2.89,45.7
6.7,71.1
1.22,42.6
0.13,45.4
6.92,97.8
2.4,49.4
0.62,37.8
0.22,41.4
7.2,67.4
4.19,73.4
4.88,57.4
4.93,67.4
4.18,62.3
6.15,82.8
7.25,79.1
5.13,40.6
6.75,76.6
0.08,40.5
3.84,53.6
4.83,80.9
1.61,52.4
1.28,47.8
1.09,49.2
2.28,49.4
6.59,71
0.22,19.599
4.82,64
0.55,76.3
4.75,58
2.02,61.7
1.26,38.1
3.73,62.7
1.85,33.1
3.03,41.5
5.06,64.5
7.49,100
4.94,68.2
4.06,76.4
4.46,64.2
3.78,60.4
4.5,53.3
4.56,61.5
3.94,60
6.31,58.1
3.13,79.5
0.87,47.2
5.14,65.8
6.37,83.5
6.24,69.5
2.02,54.7
5.18,58.4
7.91,100
0.84,31.3
4.18,78.2
2.44,19.599
6.33,83.8
2.6,65.3
5.87,97.5
1.28,64.9
0.54,19.599
0.83,64.3
2.08,50.3
6.8,71.5
1.2,24.4
0.27,35.2
6.83,88.3
3,49.6
4.71,53.6
0.67,50.7
7.26,68.9
4.04,89
0.72,53.3
5.07,100
2.92,73.7
2.83,59.2
3.27,47
4.06,89.6
4.95,69.4
1.17,68.7
6.03,89.3
0.22,68.3
5.59,75.9
1.47,21.4
3.57,76.3
4.49,74.6
5.18,56.3
6.33,73.1
4.13,53
7.04,84
7.64,94.5
7.81,98.8
2.56,50.7
0.26,41.2
5.73,66.9
2.02,63.2
6.14,79.6
0.08,47
6.22,74.1
0.56,52.1
7.03,64.3
5.21,76.2
1.29,82.7
4.06,88
4.04,46.9
7.03,81.7
4.26,71.2
4.4,62.1
2.55,52.9
5.83,69.2
0.4,28.5
7.74,72
4.85,52.6
6.77,76.8
6.25,64.4
1.75,54.5
2.31,49.7
2.22,59.8
1.8,43.5
0.13,56.8
6.62,69.6
4.3,79.6
4.73,75.8
3.93,51.4
0.99,52.8
3.49,54
2.35,57.3
7.14,82.1
5.61,84.5
1.3,28.7
5.62,77.8
4.39,50.8
0.65,26.3
0.56,26.3
1.18,41.6
6.48,81.5
6.64,70.9
4.87,74.9
0.13,46.2
2.54,45.7
3.21,63.2
2.28,49.9
4.65,79.5
0.5,36.9
0.16,19.599
4.7,90.8
2.12,54.6
5.49,88.8
6.22,76.4
4.89,51.4
7.91,65.8
5.14,62.5
6.18,100
5.13,67.5
6.44,89.6
3.12,58.3
3.47,69.4
2.68,62.7
4.61,95.8
3,63.2
7.9,100
4.82,50.7
2.69,37
4.07,68.5
6.24,85.3
6.45,79
5.1,78.4
0.08,63.1
6.95,86.7
7.28,74.2
6.97,83.6
5.37,57.9
0.22,28.9
7.61,99.1
0.54,64
1.2,47.9
5.02,57.4
3.69,66.1
6.04,78
5.07,63
0.08,30.4
5.14,76.2
6.87,98.5
6.82,64.7
1.26,46.3
2.78,44.3
0.96,57.3
6.01,71.3
5.02,54.8
3.88,62.2
2.4,69.5
6.3,100
6.33,81.3
3.93,59.6
1,46.5
3.72,73.4
7.17,74.9
4.67,40.6
6.03,69.8
2.36,47
2.75,69.6
0.94,48
2.74,50.6
1.36,61
4.31,71.7
3.15,30.8
6.69,86.2
3.06,71.4
1.7,38
0.67,34.7
2.02,33.4
5.58,81.2
5.01,48.1
4.96,99.5
6.87,82.9
2.02,39.8
3.77,50.4
1.35,31.3
1.75,31.9
2.97,51.4
5.66,37.8
6.67,81.8
2.46,59.5
3.18,69.5
7.1,74.8
6.24,70.8
5.52,61.9
3.26,87
2.73,62.3
5.79,57.2
0.75,25.1
4.35,72.6
0.49,20.8
4.99,61.7
4.55,73.8
0.48,37
3.36,59.6
1.54,49.5
6.38,68
7.31,90.1
2.52,76.7
0.23,58.6
7.18,62.8
6.76,93.9
6.37,86
2.85,50.9
